text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,Qdoba_created
RT @_jamieelynn: chipotle  https://t.co/57Ppef5xbp,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Josh_FlyAss,1,TRUE,FALSE,NA,NA,
"RT @HighSchoolSuckz: I need a chipotle burrito and $850,000",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",BradSober,1162,TRUE,FALSE,NA,NA,
I want chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2>,FALSE,2,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AngelinaJabow,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x330,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
Apparently chipotle removed flavor along with GMO's...my heart is breaking<ed><U+00A0><U+00BD><ed><U+00B2><U+0094>,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KissssMy_Cass,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x329,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
this chipotle and netflix sounds so much better than the gym right now.,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Lexii_Smithenry,0,FALSE,FALSE,NA,NA,
Chipotle chicken with pasta and garlic bread coming right up from yours truly.,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lidtxglo,0,FALSE,FALSE,NA,NA,
RT @El__Dad: You know you're in college when you're stealing mass amounts of forks and spoons from chipotle #Broke lol,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meganrosalie,1,TRUE,FALSE,NA,NA,
I could go 4 some chipotle,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",foreverchanel__,0,FALSE,FALSE,NA,NA,
RT @izzybloomquist: If anyone wants to bring me a strawberry banana smoothie and chipotle I'd be rlly happy :),FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",emgrecs,31,TRUE,FALSE,NA,NA,
Craving the two c's chipotle and cup and cone.,FALSE,3,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Katz_Cats_Cats,1,FALSE,FALSE,NA,NA,
"David Cromer casually trips along 48th street, locks eyes with girl staring at him through Chipotle window, carries on; the moment vanishes.",FALSE,2,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",halehroshan,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x328,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
RT @_morganalexiss: any Oakland taco truck &gt;&gt; chipotle,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jenjenandjuice,49,TRUE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x327,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
"Join us tomorrow (Thursday) for our daily special of Chorizo Eggrolls with Chipotle Dipping Sauce, served with a... http://t.co/DYLhP4uIVS",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",welldressedfood,0,FALSE,FALSE,NA,NA,
Did I mention Chipotle is my life??? #LMFAO #Chipotle #BOGO #Tsu #TsuLife #coupons #babydollp77 http://t.co/55QsLCCu7l,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://tsu.co"" rel=""nofollow"">Tsu.co</a>",babydollp77,0,FALSE,FALSE,NA,NA,
I eat chipotle a good 4 times a week. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shiannaihs,0,FALSE,FALSE,NA,NA,
@MarkJWeather What do you get on your chipotle?,FALSE,1,MarkJWeather,28-Apr-15,FALSE,5.94E+17,5.94E+17,17199609,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",louielaquatra,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x326,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
@carachatt truuuu. when all of our friends are at chipotle this summer and we're not <ed><U+00A0><U+00BD><ed><U+00B8><U+008E><ed><U+00A0><U+00BD><ed><U+00B8><U+008E>,FALSE,1,carachatt,28-Apr-15,FALSE,5.94E+17,5.94E+17,164180592,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",meganmaccheyne,0,FALSE,FALSE,NA,NA,
@caseyaskeww good thing my name is Chipotle,FALSE,0,caseyaskeww,28-Apr-15,FALSE,5.94E+17,5.94E+17,2567729378,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tessa_mcg,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x325,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
Chipotle is the bourgeois version of Taco Bell,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",iFront4DaNet,0,FALSE,FALSE,NA,NA,
Craving chipotle,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mariahyescas___,3,FALSE,FALSE,0,0,
Waiting in the chipotle line is like waiting at cedar point,FALSE,8,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dsibs1,1,FALSE,FALSE,0,0,
RT @ChipotleTweets: We're now making all of the food at our US restaurants with only non-GMO ingredients: http://t.co/lkmlXvasHC -Joe,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JulesGuide,505,TRUE,FALSE,NA,NA,
When chipotle texts you b1g1 coupons &gt;&gt;&gt;&gt; too bad I don't have a Bae to go w lol,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Que_Linnnda,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x324,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
"I dreamed of @todderic_ last night... he bought me chipotle and smiled at me lol
I've never had chipotle but I tasted it in my dream somehow",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fumitter0525,0,FALSE,FALSE,NA,NA,
@mariaelisa_21 the chipotle by us??,FALSE,1,mariaelisa_21,28-Apr-15,FALSE,5.94E+17,5.94E+17,3142883052,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashleyyjennaa,0,FALSE,FALSE,NA,NA,
I honestly have chipotle like 5 nights a week <U+263A><U+FE0F>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",its__kayy,0,FALSE,FALSE,NA,NA,
RT @EcuadorSTUD: We need a chipotle in Zeeland <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",benritz17,5,TRUE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x323,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
chipotle  https://t.co/57Ppef5xbp,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_jamieelynn,1,FALSE,FALSE,NA,NA,
The chipotle in Issaquah &gt;&gt;&gt;&gt; one in Redmond #freeguacfordays,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",AdamGriffith30,0,FALSE,FALSE,NA,NA,
Mr. Taco &gt;&gt;&gt;&gt;&gt;&gt;&gt; chipotle,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__UVbeats,0,FALSE,FALSE,NA,NA,
Do I make something at home for dinner or fuck around and get chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>,FALSE,3,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TerryBerglind,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x322,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
"RT @bigbootyprobs: Kylie Jenner just bought a $2.7M house, and i’m over here at Chipotle trying to decide if I should spend the extra dolla…",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EmilyMarlar,191,TRUE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x321,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
"RT @HighSchoolSuckz: I need a chipotle burrito and $850,000",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_melissapierre,1162,TRUE,FALSE,NA,NA,
"""When I go to Chipotle I get free guac..."" XD http://t.co/GsFM7uePRV",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",xsomewhtdamagdx,0,FALSE,FALSE,NA,NA,
Chipotle is my lyfe,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dominiqueamaris,0,FALSE,FALSE,NA,NA,
"@meganmaccheyne 
""@jMorency15: Moes&gt;Chipotle""",FALSE,3,meganmaccheyne,28-Apr-15,FALSE,NA,5.94E+17,164202407,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",carachatt,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x320,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
Chipotle with Megan <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lovtheresa,0,FALSE,FALSE,NA,NA,
My addiction to chipotle is real <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+0085>,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kalagan54,0,FALSE,FALSE,NA,NA,
Apply now to work for Chipotle Mexican Grill - Corporate #jobs http://t.co/bGfXB5TD0s,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NeuvooCsrUS,0,FALSE,FALSE,NA,NA,
Want chipotle. In bed.,FALSE,4,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_DatBrazilchick,1,FALSE,FALSE,NA,NA,
RT @l0nesomelOser: I've never had chipotle....,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TooRawLyons,2,TRUE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x319,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
I really want chipotle but my mom insists on cooking every night<ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",___Bahirah,0,FALSE,FALSE,NA,NA,
When it comes to chipotle I have no backbone.,FALSE,3,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MegNorms,0,FALSE,FALSE,NA,NA,
RT @HurricaneIreane: Chipotle Delivers in ATL <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> http://t.co/SdFOjaB8qD,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ceejay_iLL,1,TRUE,FALSE,NA,NA,
RT @MarkJWeather: Its definitely a Chipotle night!,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t_show2,84,TRUE,FALSE,NA,NA,
"RT @HighSchoolSuckz: I need a chipotle burrito and $850,000",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",webbie__jr,1162,TRUE,FALSE,NA,NA,
RT @ICanStayHealthy: Chipotle to Stop Serving Genetically Altered Food Starting Today! #BoycottGMOs  http://t.co/VEkjVyWu2M,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_NourishedGirl_,29,TRUE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x318,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
I've never had chipotle....,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",l0nesomelOser,2,FALSE,FALSE,0,0,
Really want Chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+0095><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Marie_leexoxo,0,FALSE,FALSE,NA,NA,
"So, give all speeches at Chipotle. https://t.co/7keWEfmBS8",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",andrewalden,0,FALSE,FALSE,NA,NA,
Update: didn't get chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kelseymarie78,0,FALSE,FALSE,NA,NA,
@MaggiePGomez loves you guys to death. PLEASE follow her since you guys didn't meet her at the Chipotle Fest. @twentyonepilots x316,FALSE,0,MaggiePGomez,28-Apr-15,FALSE,NA,5.94E+17,1570472820,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",emilytm0817,0,FALSE,FALSE,NA,NA,
"RT @UCF_PartyTutor: Thanks to finals week, the shortest Chipotle line ever seen at UCF http://t.co/KKX0Sxbium",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CBDeryl,6,TRUE,FALSE,NA,NA,
Freebirds &gt; chipotle,FALSE,2,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",25_kid,2,FALSE,FALSE,NA,NA,
"RT @SoAppetizing: Retweet for Chipotle Burrito
Favorite for American Cheeseburger http://t.co/DpwBNhXokB",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GotTheJuice64,440,TRUE,FALSE,NA,NA,
@Shiannaihs or chipotle.,FALSE,0,Shiannaihs,28-Apr-15,FALSE,5.93E+17,5.94E+17,191990134,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Shiannaihs,0,FALSE,FALSE,NA,NA,
The moment you regret offering to buy chipotle for your friends is when they all want guac,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",leannekl_,0,FALSE,FALSE,NA,NA,
Hungry headed to chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissyDaLook,0,FALSE,FALSE,NA,NA,
I would really appreciate some chipotle :(,FALSE,2,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",coraaaalyn,0,FALSE,FALSE,NA,NA,
RT @OpTic_NaDeSHoT: Just realized the Chipotle I ordered from was only 2 blocks away. I'm disgusted with myself.,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",6hrls,194,TRUE,FALSE,NA,NA,
Chipotle then sleep! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NatBOMBqueen_,0,FALSE,FALSE,NA,NA,
YES HOW MANY WILL FOLLOW THEM MAKE IT BETTER FOR THE WORLD. http://t.co/SMgEUNMeey,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",tribalvoice1,0,FALSE,FALSE,NA,NA,
RT @HBomb94: Parker sure loves his Chipotle! http://t.co/YBx7JBcCrQ,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Kewlletty,146,TRUE,FALSE,NA,NA,
Let me go grab some chipotle for dinner!!,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",SweetieTweetie_,0,FALSE,FALSE,NA,NA,
Could go for some ... #Chipotle,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>",kiataroyale,0,FALSE,FALSE,NA,NA,
RT @chaserojo: i NEED chipotle,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",cojelosuavebrit,7,TRUE,FALSE,NA,NA,
The happiest thing to happen to me this week is chipotle. #muhlife #bro-itobowl,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PhingBABY,0,FALSE,FALSE,NA,NA,
I made the executive decision to get Chipotle for dinner,FALSE,1,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DoctorNachoz,0,FALSE,FALSE,0,0,
Take me to Chipotle lol,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kam2Gnarly,0,FALSE,FALSE,0,0,
"Thatcher now chipotle, what a beautiful day<ed><U+00A0><U+00BC><ed><U+00BC><U+009E>",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Marilynnobertt,0,FALSE,FALSE,NA,NA,
who buying my chipotle burrito ?,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",jaishad,0,FALSE,FALSE,NA,NA,
RT @MarkJWeather: Its definitely a Chipotle night!,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",chloe_weidrick,84,TRUE,FALSE,NA,NA,
i want chipotle <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>,FALSE,3,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",marleeekaee,1,FALSE,FALSE,NA,NA,
RT @YahooFinance: Are Chipotle’s growth expectations too ambitious? http://t.co/Ibyx9fGJYn via @bidnessetc $CMG,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Mkendor600,6,TRUE,FALSE,NA,NA,
"Wash NewNew, chipotle, then work..",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ShedaB0mbDOTcom,0,FALSE,FALSE,NA,NA,
SEEING MR.STEELE AT CHIPOTLE IS POSSIBLY THE MOST HORRIFYING AND AWKWARD THING IVE EVER ENCOUNTERED,FALSE,8,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OliviaSinkule,0,FALSE,FALSE,NA,NA,
I really be broke asf but will get Chipotle faithfully <ed><U+00A0><U+00BD><ed><U+00B8><U+0095> #priorities,FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MiaaB_,0,FALSE,FALSE,NA,NA,
"RT @Beloved_Aime: I want chipotle, noddles, carne asada fries and Wendy's <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>",FALSE,0,NA,28-Apr-15,FALSE,NA,5.94E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",yeseniahope777,2,TRUE,FALSE,NA,NA,
